stop_id,stop_name,stop_lat,stop_lon,stop_code
1356,Pomorskie Szkoły Rzemiosł 01,54.360888316586,18.609704757108,1356
1362,Sobótki 01,54.374432058993,18.605422248406,1362
1366,Falista 01,54.36763888125,18.592931304515,1366
1373,Budapesztańska 04,54.355736935487,18.578143600898,1373
1393,Potokowa 03,54.374511878348,18.566721093818,1393
1394,Słowackiego Działki 01,54.370578780624,18.55626814545,1394
1395,Słowackiego Działki 02,54.370964207928,18.555767930183,1395
1397,Harfowa 02,54.376547996893,18.524945131325,1397
1398,Agrarna 01,54.376279285874,18.509700452188,1398
1400,Astronautów 01,54.377083796369,18.502952824153,1400
1410,Spadochroniarzy 02,54.385705248355,18.470575565522,1410
1414,Nowatorów 01,54.365273071751,18.49352417821,1414
1415,Rakietowa 02,54.370087606933,18.481236356118,1415
1419,Bysewo 04,54.375436713892,18.462783767121,1419
1422,Ogrody Działkowe "Rębiechowo" II 01,54.377158954083,18.454915905356,1422
1425,Przyrodników 02,54.384249053792,18.432697547592,1425
1431,Potokowa 04,54.373550206336,18.568071440937,1431
1433,Ogrodowa 02,54.369500583184,18.570989891323,1433
1437,Potokowa - Matemblewska 02,54.366529763856,18.563205770679,1437
1453,Bora-Komorowskiego 07,54.408747085436,18.586500601937,1453
1456,Czerwony Dwór 04,54.411458365968,18.587666746306,1456
1460,Park Reagana 01,54.414300008743,18.598982832924,1460
122,Jelitkowo Kapliczna 03,54.421516773069,18.602044852812,122
124,Zaspa SKM 02,54.389296732771,18.594343533292,124
130,Chełm Cienista 01,54.338305596933,18.627000525137,130
133,Bartnicza 01,54.306842608774,18.615237223289,133
135,Równa 01,54.324194208898,18.640885875548,135
141,Westerplatte 01,54.406055084855,18.677024140573,141
142,Górki Wschodnie 01,54.350375514169,18.793045258084,142
146,Lipuska 01,54.338634257941,18.510838958824,146
150,Matemblewo 01,54.366589648054,18.54885345613,150
161,Osowa PKP 03,54.420618043741,18.451960447259,161
178,Kiełpino Górne 01,54.341981978272,18.498835021333,178
194,Zakoniczyn 01,54.319806011476,18.577349188006,194
195,Jaworzniaków 01,54.318041382715,18.568733900388,195
196,Żukowo Urząd Gminy 01,54.341442721786,18.355140132614,196
202,Oliwa 03,54.409604924118,18.566985186297,202
205,Siedlce 03,54.348310449541,18.606480227902,205
207,Stogi Plaża 01,54.373179958768,18.728030388821,207
209,Nowy Port Oliwska 01,54.401615982957,18.674316709643,209
220,Chełm Witosa 01,54.337817926564,18.61776705392,220
314,Wrzeszcz PKP 01,54.380945294665,18.606105618203,314
321,Żabianka SKM 01,54.421260345395,18.57033355978,321
390,Łostowice Świętokrzyska 04,54.322625471,18.605988486549,390
1001,Aksamitna 01,54.358470036655,18.652281962771,1001
1002,Rybaki Górne 01,54.358136199993,18.655918163613,1002
1020,Dworzec Główny 11,54.355179715913,18.645820708928,1020
1022,Dworzec Główny 13,54.354936061477,18.645773081433,1022
1033,Brama Wyżynna 04,54.350367724996,18.645695783594,1033
1037,Żabi Kruk 04,54.346450537098,18.651351678546,1037
1042,Brama Żuławska 03,54.347508531406,18.668818435153,1042
1045,Dickensa 01,54.357386158921,18.690207655627,1045
1050,Sucharskiego 03,54.359928546862,18.690588309841,1050
1061,Łęczycka 01,54.355875402708,18.763661603506,1061
1083,Borska 01,54.348292071477,18.478922909054,1083
1087,Europejskie Centrum Solidarności 01,54.362913548653,18.65010419137,1087
1089,Siennicka 01,54.357450909271,18.679060364728,1089
1092,Przetoczna 02,54.360637362507,18.672738836611,1092
1099,Brama Żuławska 04,54.347434472646,18.66963819774,1099
1101,Miałki Szlak 02,54.348863951976,18.684114903435,1101
1104,Błonia 01,54.351379119498,18.703764286645,1104
1122,Ostroroga 01,54.387694882817,18.6242120223,1122
1124,Klonowicza 02,54.387037325798,18.62871691658,1124
1130,Sobieszewo 01,54.34362509958,18.826256587292,1130
1142,Trałowa - Szkoła 01,54.337109005953,18.910779381631,1142
1149,Przystań 02,54.334434141386,18.933973259963,1149
1153,Uzdrowiskowa 02,54.322267963752,18.931661404146,1153
1155,Świbnieńska III 02,54.314938269641,18.93041478173,1155
1156,Przegalińska 01,54.30988014072,18.925349538656,1156
1158,Benzynowa 01,54.341685766409,18.752800693632,1158
1161,Oczyszczalnia 02,54.342073486329,18.757210645995,1161
1167,Zagroble 02,54.34684526766,18.785340715379,1167
1172,Nowa Gdańska 02,54.397111712057,18.634051853112,1172
1185,Gęsia 01,54.330970221505,18.667108708152,1185
1186,Olszynka - Niwki 01,54.335912731663,18.677258977071,1186
1187,Zawodzie 01,54.339321450193,18.686697751368,1187
1188,Maki 01,54.34510509326,18.674709333539,1188
1194,Urząd Wojewódzki / Marszałkowski 01,54.342839948114,18.645987726545,1194
1199,Mostowa 02,54.335220636917,18.649423008252,1199
1202,Brama Oruńska 01,54.339765209451,18.640455531937,1202
1206,Sandomierska 01,54.332401156719,18.634878157065,1206
1210,Gościnna 01,54.323277507991,18.631726224896,1210
1216,Ukośna 01,54.31161538581,18.629782518889,1216
1233,Uranowa 01,54.326111061223,18.620397273531,1233
1234,Dom Pomocy Społecznej 01,54.309897959269,18.620180117698,1234
1240,Reformacka 01,54.342547105596,18.6305719288,1240
1247,Sikorskiego 03,54.338917634987,18.618826552886,1247
1251,Odrzańska 04,54.345667845032,18.625606799438,1251
1252,Worcella 01,54.341134108055,18.62637595576,1252
1253,Drwęcka (n/ż) 01,54.344916210842,18.618033419368,1253
1255,Chałubińskiego 04,54.342245971749,18.617110841553,1255
1262,Zakopiańska 02.,54.34884692844,18.619052485427,1262
1266,Zielony Stok 01,54.345586205149,18.596067288562,1266
1268,Pagórkowa 01,54.345053618387,18.591451366648,1268
1271,Myśliwska 02,54.343803795738,18.581107453436,1271
1274,Damroki 01,54.338672666947,18.564239000966,1274
1275,Damroki 02,54.338986299736,18.563743505723,1275
1280,Węzeł Karczemki 01,54.347310361664,18.527918947535,1280
1282,Karczemki 01,54.349635146085,18.512436045232,1282
1285,Inżynierska 02,54.352267865429,18.500626330146,1285
1295,Pólnicy 02,54.340495130429,18.559223104228,1295
1296,Unimor 01,54.364013969199,18.472386601897,1296
1297,Unimor 02,54.364227523251,18.47228111103,1297
1299,Centrostal 02,54.365549358787,18.469721201798,1299
1300,Schronisko dla zwierząt "Promyk" 01,54.369131684517,18.462218080751,1300
1301,Instal 02,54.367496544136,18.465690760402,1301
1302,Otomińska 01,54.34411361756,18.510615417197,1302
1305,Otomińska 02,54.343525644063,18.510004703907,1305
1313,Kielecka 02,54.33370627396,18.590899664266,1313
1315,Przemyska 04,54.331959398252,18.595262805018,1315
1320,Niepołomicka 01,54.32020541568,18.595056794097,1320
1322,Przebiśniegowa 01,54.315846036151,18.59374275289,1322
1327,Starogardzka 01,54.302182137745,18.608697209776,1327
1342,Wileńska 01,54.361787094409,18.594766832393,1342
1346,Nowolipie 01,54.349747797796,18.598286547518,1346
1347,Matejki 02,54.374844832826,18.613097501128,1347
1355,Pomorskie Szkoły Rzemiosł 02,54.362084285369,18.611082298291,1355
1358,Schumana 01,54.359264039165,18.604411644127,1358
1359,Schuberta 02,54.357458612618,18.599514311211,1359
1361,Na Wzgórzu - Teatr Leśny 02,54.370310482122,18.597070714257,1361
1364,Na Wzgórzu - Teatr Leśny 01,54.370651809229,18.597959200438,1364
1367,Dobrowolskiego 02,54.360667164476,18.589552384715,1367
1370,Dobrowolskiego 01,54.36053984524,18.589929281711,1370
1379,Brętowo PKM 04,54.36472792622,18.572380107519,1379
1382,Galeria Bałtycka 05,54.382986413177,18.598886618683,1382
1386,Srebrniki 01,54.378908309613,18.580598351677,1386
1388,Trawki 03,54.377970149782,18.574616803873,1388
1391,Potokowa 02,54.37372572139,18.566521232311,1391
1399,Agrarna 02,54.376792786374,18.507575000519,1399
1401,Astronautów 02,54.377256484444,18.50391252952,1401
1403,Szybowcowa 02,54.379022306144,18.488928404233,1403
1404,Firoga 01,54.37976633629,18.483215445695,1404
1416,Rakietowa 01,54.369256141956,18.482749980193,1416
1420,Bysewo 03,54.374976768237,18.463997879521,1420
1423,Ogrody Działkowe "Rębiechowo" I 02,54.378871762616,18.448326208572,1423
1426,Przyrodników 01,54.384473465537,18.431836376665,1426
1440,Podkarpacka 02,54.377242463437,18.565712547335,1440
1443,Kopalniana 01,54.390285743632,18.61700709893,1443
1448,Czarny Dwór 02,54.406772010357,18.616497743799,1448
1450,Lwowska 01,54.389684879128,18.622094476399,1450
1458,Jagiellońska 01,54.412987029524,18.591738452573,1458
1461,Biały Dwór 02,54.409120915693,18.604818291844,1461
1462,Biały Dwór 01,54.40850395917,18.605439892824,1462
1463,Olsztyńska 02,54.406351396667,18.60433253629,1463
1464,Olsztyńska 01,54.406266489653,18.604584053784,1464
1466,Opolska 01,54.404944782638,18.59778831123,1466
1478,Leszczyńskich 01,54.399987726753,18.608016298726,1478
1480,Rzeczypospolitej 01,54.39603803215,18.603778305269,1480
1502,Władysława IV 02,54.399878835602,18.675139193453,1502
1505,Karwieńska 02,54.411391140171,18.546858575804,1505
100,Targ Rybny 01,54.353372604844,18.657820830395,100
101,Port Lotniczy 01,54.382631612416,18.467622660464,101
118,Oliwa PKP 02,54.410948497356,18.572993437591,118
119,Oliwa PKP 03,54.411662177226,18.574060965136,119
120,Oliwa Pętla Tramwajowa 07,54.40925628675,18.567082895703,120
128,Migowo 03,54.352817209276,18.576453155056,128
143,Przegalina 01,54.311238663189,18.917071600416,143
147,Bysewo 05,54.374968686611,18.463613398929,147
158,Sztutowska 01,54.353945634401,18.71868830277,158
159,Jelitkowo 06,54.423437310172,18.593746331061,159
167,Chełm - Więckowskiego 01,54.333923459573,18.615854026563,167
176,Kukawka 01,54.444030078338,18.457586488617,176
191,Łostowice Świętokrzyska 06,54.323348106842,18.606161813134,191
199,Jasień Pólnicy 01,54.34110710622,18.561033165075,199
206,Stogi 04,54.362646467691,18.716250956139,206
208,Nowy Port Góreckiego 01,54.400050460557,18.670984786667,208
334,Chełm Cienista 03,54.337563424907,18.626289444689,334
1000,Wały Piastowskie  01,54.358384373199,18.647422894646,1000
1009,Wały Piastowskie 02,54.35938322942,18.647473540957,1009
1017,Dworzec Główny 12,54.355303011123,18.645228793906,1017
1019,Dworzec Główny 10,54.355537685943,18.645276932284,1019
1024,Tamka 01,54.35912242319,18.70534865369,1024
1026,Hucisko 03,54.351712523042,18.644126061155,1026
1036,Chłodna 02,54.343327655416,18.662746641538,1036
1038,Żabi Kruk 03,54.346669641103,18.651985470353,1038
1044,Elbląska 05,54.349135471838,18.67020362737,1044
1054,Stogi 06,54.361559067962,18.717219504987,1054
1057,Kępna 01,54.359130696992,18.745845277099,1057
1064,Łęczycka 02,54.356011395508,18.763238657998,1064
1065,Budzysza 01,54.360862898287,18.691967426664,1065
1069,Sucharskiego - PKP 01,54.376569090344,18.682647462939,1069
1072,Ku Ujściu 02,54.377388235414,18.679429056113,1072
1093,Przejazd Kolejowy 01,54.366200236654,18.673578809237,1093
1094,Przejazd Kolejowy 02,54.365581889974,18.673213506825,1094
1097,Kujawska 01,54.376725780704,18.670242409164,1097
1103,Węzeł Elbląska 02,54.348935438952,18.692066784931,1103
1107,Tarcice 02,54.35115978494,18.710670954212,1107
1109,Michałki 02,54.347012773173,18.71764139981,1109
1113,Rejenta 01,54.342460760205,18.605712443905,1113
1118,Soplicy 01,54.345049211577,18.607039116295,1118
1119,Soplicy 02,54.344873609396,18.60815721203,1119
1123,Klonowicza 01,54.38723690385,18.628351132093,1123
1125,Leszczyńskich 03,54.399936382951,18.606786648827,1125
1126,Meissnera 01,54.401864285474,18.602914626528,1126
1127,Meissnera 02,54.402784537431,18.60398579736,1127
1128,Olsztyńska 03,54.405652341779,18.603988048974,1128
1132,Kanałowa 01,54.342795939988,18.839147507612,1132
1143,Trałowa - Szkoła 02,54.337060759667,18.909551155062,1143
1144,Kempingowa 01,54.336551717911,18.916499438276,1144
1148,Przystań 01,54.334356729142,18.934177112697,1148
1152,Uzdrowiskowa 01,54.322595516004,18.93189101279,1152
1159,Benzynowa 02,54.341664551189,18.753109564377,1159
1162,Naftowa 01,54.342868107253,18.769522380337,1162
1175,Jodowa 02,54.346196935508,18.819827486829,1175
1176,Tęczowa 01,54.348292000893,18.809929829135,1176
1178,Nadwiślańska 01,54.348895596998,18.803573180603,1178
1195,Urząd Wojewódzki / Marszałkowski 02,54.342752549429,18.646115814362,1195
1198,Mostowa 01,54.336346699646,18.648620310392,1198
1203,Brama Oruńska 02,54.339405936566,18.639553004618,1203
1205,Stare Szkoty 02,54.335614877892,18.636016627061,1205
1215,Ukośna 02,54.310945751746,18.629559650749,1215
1221,Ostróżek 02,54.290362776185,18.636627945235,1221
1227,Ptasia 02,54.330325447049,18.628060120143,1227
1230,Małomiejska 01,54.329374148977,18.618562974091,1230
1231,Platynowa 03,54.326298209889,18.611219753868,1231
1232,Platynowa 01,54.327313210157,18.61117628537,1232
1236,Zaroślak 03,54.341859712934,18.641827970729,1236
1246,Cieszyńskiego 03,54.338296776601,18.60970844878,1246
1248,Pohulanka 03,54.348415103502,18.63686669392,1248
1249,Pohulanka 04,54.348928153428,18.636898798713,1249
1250,Odrzańska 03,54.345145208528,18.625544614737,1250
1256,Węzeł Elbląska 01,54.349010392011,18.690816105623,1256
1264,Emaus 01,54.347458047406,18.604298477086,1264
1277,Źródlana 02,54.341981973933,18.553626617341,1277
1284,Inżynierska 01,54.351553823659,18.502177932699,1284
1289,Transportowców 02,54.358087051186,18.4912219892,1289
1292,Kokoszki - Poczta 01,54.363854790595,18.48110992072,1292
1293,Kokoszki - Poczta 02,54.363921123284,18.479550968851,1293
1298,Centrostal 01,54.366360386161,18.4676698489,1298
1303,Schronisko dla zwierząt "Promyk" 02,54.369490747394,18.461764808464,1303
1306,Lawendowe Wzgórze 03,54.328399824469,18.569722299121,1306
1309,Emaus 03,54.346675369183,18.602912932772,1309
1317,Płocka 04,54.329224740138,18.597883482681,1317
1323,Przebiśniegowa 02,54.316003376299,18.593518294623,1323
1325,Przemian 02,54.304484144928,18.604197985897,1325
1326,Starogardzka 03,54.302067681979,18.608365676612,1326
1328,Hevelianum 01,54.352763473835,18.634893354279,1328
1329,Hevelianum 02,54.352467564258,18.635849152817,1329
1330,Płowce 01,54.355914940444,18.630110228823,1330
1333,Wyczółkowskiego 02,54.356183201378,18.617258243949,1333
1334,Wagnera 01,54.355731606685,18.613513497402,1334
1338,Kurpińskiego 01,54.355240689071,18.596934808788,1338
1343,Park Naukowo - Technologiczny 01,54.354579867634,18.595803673285,1343
1345,Jaśkowa Dolina 05,54.377854384965,18.606639745746,1345
1348,Uphagena 01,54.376683320845,18.615146690239,1348
1350,Siedlicka 01,54.370069239213,18.612543192295,1350
1357,Schumana 02,54.359224887267,18.603798213686,1357
1378,Brętowo PKM 03,54.364097800693,18.573679651129,1378
1380,Kolumba 03,54.360334668727,18.577888400109,1380
1381,Kolumba 04,54.360117030331,18.577347056445,1381
1389,Trawki 02,54.377417813943,18.572632023885,1389
1390,Potokowa 01,54.374643523836,18.56879212237,1390
1392,Rybacka 01,54.424281907587,18.57753959358,1392
1402,Szybowcowa 01,54.378814210823,18.488432895572,1402
1405,Wrzeszczańska 01,54.390687193316,18.633297139565,1405
1407,Wojnarskiego 01,54.384565112101,18.48614083202,1407
1413,Nowatorów 04,54.365756527788,18.490400207234,1413
1417,Kosmonautów 02,54.37282597652,18.473323309286,1417
1421,Ogrody Działkowe "Rębiechowo" II 02,54.377691822535,18.453327502443,1421
1424,Ogrody Działkowe "Rębiechowo" I 01,54.378522833183,18.44925649414,1424
1432,Chrzanowskiego 01,54.379955158596,18.586635386456,1432
1434,Ogrodowa 01,54.371393043077,18.570323828833,1434
1439,Podkarpacka 01,54.377979089506,18.566130938904,1439
1445,Drzewieckiego 01,54.395442966603,18.612764060311,1445
1451,Mickiewicza 06,54.383399607715,18.62065599976,1451
1452,Biała 01,54.378018679482,18.6153926438,1452
1454,Bora-Komorowskiego 04,54.408961247098,18.587320236443,1454
1457,Jagiellońska 02,54.413123334851,18.593163867792,1457
1459,Park Reagana 02,54.414049297077,18.598581331193,1459
1467,Kołobrzeska 06,54.404282110522,18.593404487378,1467
1468,Kołobrzeska 05,54.404341344305,18.594572153712,1468
1470,Krynicka 01,54.403306111187,18.587744804714,1470
1475,Przymorze Wielkie 02,54.41024370353,18.603411985696,1475
1479,Zaspa - Szpital 02,54.402336611659,18.609959749788,1479
1483,Rzeczypospolitej 02,54.396339667362,18.603575837349,1483
1492,Dworska 04,54.404407042104,18.62558793916,1492
1503,Cystersów 02,54.408996117648,18.555539640152,1503
1504,Cystersów 01,54.408747474965,18.557912393491,1504
102,Port Lotniczy 02,54.382731667792,18.467678105692,102
103,Port Lotniczy 03,54.382795163309,18.467704998868,103
115,Wrzeszcz PKP 04,54.381360994736,18.604402704054,115
125,Nowy Port Szaniec Zachodni 02,54.396121791487,18.672840506793,125
132,Orunia Górna 01,54.325188900112,18.618312716366,132
137,Olszynka - Szkoła 02,54.341838317545,18.668939423559,137
139,Górki Zachodnie 01,54.354795353842,18.782096536528,139
152,Osowa Przesypownia 01,54.415011293584,18.458504879287,152
153,Niedźwiednik 01,54.38002931415,18.559479696185,153
154,Oliwa ZOO 01,54.413526419218,18.535171030335,154
163,Maćkowy 02,54.307394549941,18.61314527218,163
171,Pruszcz Gdański Komarowo 01,54.247448263764,18.651056752382,171
172,Smęgorzyno 01,54.342130089266,18.473160872626,172
175,Św. Wojciech 01,54.284788793509,18.637992000536,175
203,Zaspa 03,54.39987504029,18.595557800698,203
204,Zaspa 04,54.399277581755,18.594899411517,204
213,Strzyża PKM 03,54.391167663678,18.578213068758,213
214,Przeróbka 03,54.357798080264,18.684027772036,214
310,Muzeum II Wojny Światowej 01,54.357384406335,18.659331801346,310
325,Nowy Port Szaniec Zachodni 01,54.396266577248,18.673356124763,325
359,Jelitkowo 05,54.423136615393,18.593995206557,359
1004,Toruńska 01,54.3457089874,18.645592882145,1004
1014,Dworzec Główny 05,54.355433250111,18.645913945363,1014
1015,Dworzec Główny 14,54.355420348535,18.645252863031,1015
1025,Hucisko 04,54.351985544007,18.644756810792,1025
1030,Brama Wyżynna 03,54.350560819243,18.646377261003,1030
1031,Cygańska Góra 03,54.359135320303,18.617887733975,1031
1035,Pomorskie Szkoły Rzemiosł 04,54.360647998013,18.613459275713,1035
1043,Bajki 01,54.356344809079,18.6818470167,1043
1047,Kaczeńce - Sienna 01,54.358690356243,18.697768999707,1047
1058,Steczka 02,54.359860309135,18.740156268367,1058
1059,Baza Manipulacyjna 01,54.353666339413,18.757009970245,1059
1063,Łowicka 01,54.355054637984,18.770801269411,1063
1066,Łowicka 02,54.355201341518,18.77047012043,1066
1079,Przystań Żeglugi 01,54.404065946454,18.681574482339,1079
1088,Żarnowiecka 02,54.345570273549,18.678791491455,1088
1091,Przetoczna 01,54.360702001758,18.672827539246,1091
1098,Kujawska 02,54.376479759138,18.670071558365,1098
1100,Mostek 01,54.349363089677,18.67454577863,1100
1105,Błonia 02,54.351224791119,18.704157630045,1105
1114,Zosi 02,54.343543904787,18.611373372375,1114
1116,Domeyki 01,54.345102851252,18.611559905776,1116
1120,Chrobrego 02,54.387961386643,18.617665559421,1120
1121,Chrobrego 01,54.388156102012,18.616144728811,1121
1131,Radosna 01,54.344595683861,18.829236491962,1131
1133,Kanałowa 02,54.342738579315,18.839458232818,1133
1135,Pole Namiotowe 02,54.342313545231,18.864559008432,1135
1138,Orlinki 01,54.340253968598,18.886450566348,1138
1139,Orlinki 02,54.340125981284,18.886841750335,1139
1140,Kwiatowa 01,54.339402971459,18.893817191185,1140
1141,Kwiatowa 02,54.339180458056,18.894459324567,1141
1146,Węgorzowa 01,54.336149562657,18.925503478205,1146
1147,Węgorzowa 02,54.335997937969,18.92609566717,1147
1151,Świbnieńska I 02,54.329416428977,18.932825244797,1151
1157,Przegalińska 02,54.309933490672,18.924270726977,1157
1170,Cedrowa 02,54.339163645409,18.586426393472,1170
1173,Nowa Gdańska 01,54.396933023943,18.634108361043,1173
1177,Tęczowa 02,54.348161701169,18.810675378923,1177
1181,Ornitologów 02,54.349272935136,18.797643927865,1181
1191,Muzeum Narodowe 02,54.344468071702,18.648802800932,1191
1197,Brama Nizinna 02,54.340970415569,18.648310146909,1197
1200,Zaroślak 01,54.341624500982,18.642672285619,1200
1204,Stare Szkoty 01,54.335906500624,18.636676781013,1204
1207,Sandomierska 02,54.332400192033,18.634370586651,1207
1213,Nowiny 02,54.317587522494,18.629469839184,1213
1214,Urząd Dozoru Technicznego 01,54.315805305835,18.629357069316,1214
1217,Niegowska 02,54.302789559272,18.630812460318,1217
1222,Ostróżek 01,54.291792325441,18.636177232398,1222
1223,Św. Wojciech 02,54.286323144142,18.637842709524,1223
1229,Małomiejska 02,54.329278464144,18.617814812104,1229
1244,Dragana - Kładka 01,54.341030532902,18.611565322084,1244
1254,Chałubińskiego 03,54.342208182733,18.61792850368,1254
1261,Bema 01,54.350729130124,18.632009293736,1261
1265,Siedlce 06,54.348584410626,18.606695130872,1265
1276,Zwierzyniecka 01,54.341550316386,18.555837118344,1276
1287,Kokoszki 02,54.355138872322,18.490385862465,1287
1307,Kiełpino - Szkoła 02,54.339579287075,18.507843158833,1307
1308,Szkoła Podstawowa nr 6 01,54.326391858057,18.568671818367,1308
1311,Cmentarz Łostowicki 01,54.340129277922,18.601032308445,1311
